sku,unit,target_month,predicted_qty,level_qty,seasonal_factor,trend_per_month,months_from_level_anchor,trend_contribution_qty,deseasonalized_forecast,damping,status,warnings,model,supplier_id
ATN001233,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
ATN001239,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
ATN001302,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
ATN001420,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
ATN200101,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
ATN200102,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
ATN200111,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
ATN200145,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
ATN540113,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
ATN540115,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
ATN544013,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
ATN544015,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNIA045003,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNRA000315,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNRA000415,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNRA010213,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNRA010215,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNRA010312,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNRA010313,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNRA010314,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNRA010315,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNRA110115,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNVA101013,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNVA101014,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNVA101015,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNVA105013,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNVA105014,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNVA105015,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNVA106012,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNVA106013,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
BLNVA106014,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
GAL000584,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
GSL000185KK,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
KD-2-48,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
KD-2-88,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
KD-3-48,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
KD-RS254-18,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
LNVA105011,шт,2026-09-01,11.0,11.0,1.0,0.0,2.0,0.0,11.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
RA10-164-BI,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
RA16-213-BI,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
RAT-1A3-B,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
RS16-212-S,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
RS6-253-18,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
RSI-251KK5E-28,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
RT-4A3-B,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
S56-043-BI,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
VA1U-112-B,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
VA510-228B-BI,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
VS116-153-1-86,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
VS116-154-1-86,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
VS516-252-18,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000151,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000185,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000193,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000195,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000302,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000303,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000304,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000311,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000351,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000381,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000391,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000403,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000404,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000411,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000413,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000431,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000436,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000441,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000448,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000451,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000461,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000471,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000481,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
WDE000493,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
щщщ0116254,шт,2026-09-01,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
яярп5490,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
