sku,month,sales_qty_raw,sales_status,unit,is_complete_month,target_qty,stock_qty_model,lag_1,lag_2,lag_3,lag_6,lag_12,opening_stock_lag_1,history_calendar_months,history_observed_months,mean_3,observations_3,mean_6,observations_6,std_6,missing_share_6,zero_share_6,month_number,days_in_month,history_sufficient,stock_qty_raw,stock_status
300200438_,2025-01-01,28.0,observed,шт,True,28.0,,38.0,40.0,34.0,56.0,27.0,,12,12,37.333333333333336,3.0,41.833333333333336,6.0,11.83920042345204,0.0,0.0,1,31,True,475.0,observed
300200438_,2025-02-01,43.0,observed,шт,True,43.0,,28.0,38.0,40.0,27.0,67.0,,13,13,35.333333333333336,3.0,37.166666666666664,6.0,10.590876576878191,0.0,0.0,2,28,True,446.0,observed
300200438_,2025-03-01,90.0,observed,шт,True,90.0,,43.0,28.0,38.0,56.0,15.0,,14,14,36.333333333333336,3.0,39.833333333333336,6.0,9.474527252938113,0.0,0.0,3,31,True,403.0,observed
300200438_,2025-04-01,36.0,observed,шт,True,36.0,,90.0,43.0,28.0,34.0,51.0,,15,15,53.666666666666664,3.0,45.5,6.0,22.41205033012375,0.0,0.0,4,30,True,312.0,observed
300200438_,2025-05-01,39.0,observed,шт,True,39.0,,36.0,90.0,43.0,40.0,81.0,,16,16,56.333333333333336,3.0,45.833333333333336,6.0,22.22086106942453,0.0,0.0,5,31,True,276.0,observed
300200438_,2025-06-01,39.0,observed,шт,True,39.0,,39.0,36.0,90.0,38.0,40.0,,17,17,55.0,3.0,45.666666666666664,6.0,22.27704349025397,0.0,0.0,6,30,True,222.0,observed
300200438_,2025-07-01,32.0,observed,шт,True,32.0,,39.0,39.0,36.0,28.0,56.0,,18,18,38.0,3.0,45.833333333333336,6.0,22.211858694550234,0.0,0.0,7,31,True,198.0,observed
300200438_,2025-08-01,25.0,observed,шт,True,25.0,,32.0,39.0,39.0,43.0,27.0,,19,19,36.666666666666664,3.0,46.5,6.0,21.621748310439656,0.0,0.0,8,31,True,211.0,observed
300200438_,2025-09-01,78.0,observed,шт,True,78.0,,25.0,32.0,39.0,90.0,56.0,,20,20,32.0,3.0,43.5,6.0,23.38161671056987,0.0,0.0,9,30,True,186.0,observed
300200438_,2025-10-01,29.0,observed,шт,True,29.0,,78.0,25.0,32.0,36.0,34.0,,21,21,45.0,3.0,41.5,6.0,18.64135188230726,0.0,0.0,10,31,True,108.0,observed
300200438_,2025-11-01,57.0,observed,шт,True,57.0,,29.0,78.0,25.0,39.0,40.0,,22,22,44.0,3.0,40.333333333333336,6.0,19.2630907869601,0.0,0.0,11,30,True,169.0,observed
300200438_,2025-12-01,123.0,observed,шт,True,123.0,,57.0,29.0,78.0,39.0,38.0,,23,23,54.666666666666664,3.0,43.333333333333336,6.0,20.382999452157843,0.0,0.0,12,31,True,191.0,observed
300200438_,2026-01-01,5.0,observed,шт,True,5.0,,123.0,57.0,29.0,32.0,28.0,,24,24,69.66666666666667,3.0,57.333333333333336,6.0,38.024553470970126,0.0,0.0,1,31,True,160.0,observed
300200438_,2026-02-01,18.0,observed,шт,True,18.0,,5.0,123.0,57.0,25.0,43.0,,25,25,61.666666666666664,3.0,52.833333333333336,6.0,42.90648746596098,0.0,0.0,2,28,True,175.0,observed
300200438_,2026-03-01,25.0,observed,шт,True,25.0,,18.0,5.0,123.0,78.0,90.0,,26,26,48.666666666666664,3.0,51.666666666666664,6.0,43.89836747154347,0.0,0.0,3,31,True,172.0,observed
300200438_,2026-04-01,40.0,observed,шт,True,40.0,,25.0,18.0,5.0,29.0,36.0,,27,27,16.0,3.0,42.833333333333336,6.0,42.85984912090413,0.0,0.0,4,30,True,147.0,observed
300200438_,2026-05-01,25.0,observed,шт,True,25.0,,40.0,25.0,18.0,57.0,39.0,,28,28,27.666666666666668,3.0,44.666666666666664,6.0,42.38238627857883,0.0,0.0,5,31,True,157.0,observed
300200438_,2026-06-01,33.0,observed,шт,True,33.0,,25.0,40.0,25.0,123.0,39.0,,29,29,30.0,3.0,39.333333333333336,6.0,42.53312434640403,0.0,0.0,6,30,True,132.0,observed
300200438_,2026-07-01,10.0,observed,шт,True,10.0,,33.0,25.0,40.0,5.0,32.0,,30,30,32.666666666666664,3.0,24.333333333333332,6.0,12.127104628338447,0.0,0.0,7,31,True,99.0,observed
300200438_,2026-08-01,12.0,observed,шт,True,12.0,,10.0,33.0,25.0,18.0,25.0,,31,31,22.666666666666668,3.0,25.166666666666668,6.0,10.609743949156725,0.0,0.0,8,31,True,128.0,observed
300200438_,2026-09-01,4.0,observed,шт,False,,,12.0,10.0,33.0,25.0,78.0,,32,32,18.333333333333332,3.0,24.166666666666668,6.0,11.651895410904949,0.0,0.0,9,30,True,144.0,observed
300200439_,2024-01-01,10.0,observed,шт,True,10.0,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,79.0,observed
300200439_,2024-02-01,14.0,observed,шт,True,14.0,,10.0,,,,,,1,1,10.0,1.0,10.0,1.0,,0.0,0.0,2,29,False,69.0,observed
300200439_,2024-03-01,10.0,observed,шт,True,10.0,,14.0,10.0,,,,,2,2,12.0,2.0,12.0,2.0,2.8284271247461903,0.0,0.0,3,31,False,85.0,observed
300200439_,2024-04-01,42.0,observed,шт,True,42.0,,10.0,14.0,10.0,,,,3,3,11.333333333333334,3.0,11.333333333333334,3.0,2.3094010767585034,0.0,0.0,4,30,True,75.0,observed
300200439_,2024-05-01,34.0,observed,шт,True,34.0,,42.0,10.0,14.0,,,,4,4,22.0,3.0,19.0,4.0,15.448840301675288,0.0,0.0,5,31,True,263.0,observed
300200439_,2024-06-01,12.0,observed,шт,True,12.0,,34.0,42.0,10.0,,,,5,5,28.666666666666668,3.0,22.0,5.0,14.966629547095765,0.0,0.0,6,30,True,229.0,observed
300200439_,2024-07-01,20.0,observed,шт,True,20.0,,12.0,34.0,42.0,10.0,,,6,6,29.333333333333332,3.0,20.333333333333332,6.0,13.99523728511477,0.0,0.0,7,31,True,217.0,observed
300200439_,2024-08-01,21.0,observed,шт,True,21.0,,20.0,12.0,34.0,14.0,,,7,7,22.0,3.0,22.0,6.0,13.0843417870369,0.0,0.0,8,31,True,264.0,observed
300200439_,2024-09-01,47.0,observed,шт,True,47.0,,21.0,20.0,12.0,10.0,,,8,8,17.666666666666668,3.0,23.166666666666668,6.0,12.528633870724558,0.0,0.0,9,30,True,240.0,observed
300200439_,2024-10-01,27.0,observed,шт,True,27.0,,47.0,21.0,20.0,42.0,,,9,9,29.333333333333332,3.0,29.333333333333332,6.0,13.793718377097113,0.0,0.0,10,31,True,193.0,observed
300200439_,2024-11-01,18.0,observed,шт,True,18.0,,27.0,47.0,21.0,34.0,,,10,10,31.666666666666668,3.0,26.833333333333332,6.0,12.319361455313608,0.0,0.0,11,30,True,166.0,observed
300200439_,2024-12-01,-12.0,negative,шт,True,,,18.0,27.0,47.0,12.0,,,11,11,30.666666666666668,3.0,24.166666666666668,6.0,12.188792666489434,0.0,0.0,12,31,True,148.0,observed
300200439_,2025-01-01,12.0,observed,шт,True,12.0,,,18.0,27.0,20.0,10.0,,12,11,22.5,2.0,26.6,5.0,11.886967653695367,0.16666666666666663,0.0,1,31,True,167.0,observed
300200439_,2025-02-01,9.0,observed,шт,True,9.0,,12.0,,18.0,21.0,14.0,,13,12,15.0,2.0,25.0,5.0,13.435028842544401,0.16666666666666663,0.0,2,28,True,155.0,observed
300200439_,2025-03-01,,blank,шт,True,,,9.0,12.0,,47.0,10.0,,14,13,10.5,2.0,22.6,5.0,15.274161188098022,0.16666666666666663,0.0,3,31,True,146.0,observed
300200439_,2025-04-01,18.0,observed,шт,True,18.0,,,9.0,12.0,27.0,42.0,,15,13,10.5,2.0,16.5,4.0,7.9372539331937695,0.33333333333333337,0.0,4,30,True,185.0,observed
300200439_,2025-05-01,26.0,observed,шт,True,26.0,,18.0,,9.0,18.0,34.0,,16,14,13.5,2.0,14.25,4.0,4.499999999999996,0.33333333333333337,0.0,5,31,True,167.0,observed
300200439_,2025-06-01,3.0,observed,шт,True,3.0,,26.0,18.0,,,12.0,,17,15,22.0,2.0,16.25,4.0,7.499999999999997,0.33333333333333337,0.0,6,30,True,141.0,observed
300200439_,2025-07-01,20.0,observed,шт,True,20.0,,3.0,26.0,18.0,12.0,20.0,,18,16,15.666666666666666,3.0,13.6,5.0,8.792041856133304,0.16666666666666663,0.0,7,31,True,138.0,observed
300200439_,2025-08-01,7.0,observed,шт,True,7.0,,20.0,3.0,26.0,9.0,21.0,,19,17,16.333333333333332,3.0,15.2,5.0,9.148770409186142,0.16666666666666663,0.0,8,31,True,118.0,observed
300200439_,2025-09-01,10.0,observed,шт,True,10.0,,7.0,20.0,3.0,,47.0,,20,18,10.0,3.0,14.8,5.0,9.5236547606473,0.16666666666666663,0.0,9,30,True,111.0,observed
300200439_,2025-10-01,,blank,шт,True,,,10.0,7.0,20.0,18.0,27.0,,21,19,12.333333333333334,3.0,14.0,6.0,8.740709353364862,0.0,0.0,10,31,True,101.0,observed
300200439_,2025-11-01,6.0,observed,шт,True,6.0,,,10.0,7.0,26.0,18.0,,22,19,8.5,2.0,13.2,5.0,9.5236547606473,0.16666666666666663,0.0,11,30,True,101.0,observed
300200439_,2025-12-01,18.0,observed,шт,True,18.0,,6.0,,10.0,3.0,,,23,20,8.0,2.0,9.2,5.0,6.534523701081814,0.16666666666666663,0.0,12,31,True,95.0,observed
300200439_,2026-01-01,10.0,observed,шт,True,10.0,,18.0,6.0,,20.0,12.0,,24,21,12.0,2.0,12.2,5.0,6.418722614352483,0.16666666666666663,0.0,1,31,True,77.0,observed
300200439_,2026-02-01,10.0,observed,шт,True,10.0,,10.0,18.0,6.0,7.0,9.0,,25,22,11.333333333333334,3.0,10.2,5.0,4.711687595755896,0.16666666666666663,0.0,2,28,True,67.0,observed
300200439_,2026-03-01,16.0,observed,шт,True,16.0,,10.0,10.0,18.0,10.0,,,26,23,12.666666666666666,3.0,10.8,5.0,4.381780460041326,0.16666666666666663,0.0,3,31,True,57.0,observed
300200439_,2026-04-01,,blank,шт,True,,,16.0,10.0,10.0,,18.0,,27,24,12.0,3.0,12.0,5.0,4.898979485566353,0.16666666666666663,0.0,4,30,True,41.0,observed
300200439_,2026-05-01,13.0,observed,шт,True,13.0,,,16.0,10.0,6.0,26.0,,28,24,13.0,2.0,12.0,5.0,4.898979485566353,0.16666666666666663,0.0,5,31,True,56.0,observed
300200439_,2026-06-01,4.0,observed,шт,True,4.0,,13.0,,16.0,18.0,3.0,,29,25,14.5,2.0,13.4,5.0,3.5777087639996594,0.16666666666666663,0.0,6,30,True,43.0,observed
300200439_,2026-07-01,5.0,observed,шт,True,5.0,,4.0,13.0,,10.0,20.0,,30,26,8.5,2.0,10.6,5.0,4.449719092257395,0.16666666666666663,0.0,7,31,True,39.0,observed
300200439_,2026-08-01,13.0,observed,шт,True,13.0,,5.0,4.0,13.0,10.0,7.0,,31,27,7.333333333333333,3.0,9.6,5.0,5.128352561983231,0.16666666666666663,0.0,8,31,True,52.0,observed
300200439_,2026-09-01,,blank,шт,False,,,13.0,5.0,4.0,16.0,10.0,,32,28,7.333333333333333,3.0,10.2,5.0,5.357238094391547,0.16666666666666663,0.0,9,30,True,47.0,observed
300200440_,2024-01-01,20.0,observed,шт,True,20.0,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,55.0,observed
300200440_,2024-02-01,15.0,observed,шт,True,15.0,,20.0,,,,,,1,1,20.0,1.0,20.0,1.0,,0.0,0.0,2,29,False,35.0,observed
300200440_,2024-03-01,,blank,шт,True,,,15.0,20.0,,,,,2,2,17.5,2.0,17.5,2.0,3.5355339059327378,0.0,0.0,3,31,False,120.0,observed
300200440_,2024-04-01,47.0,observed,шт,True,47.0,,,15.0,20.0,,,,3,2,17.5,2.0,17.5,2.0,3.5355339059327378,0.33333333333333337,0.0,4,30,False,120.0,observed
300200440_,2024-05-01,36.0,observed,шт,True,36.0,,47.0,,15.0,,,,4,3,31.0,2.0,27.333333333333332,3.0,17.21433511156714,0.25,0.0,5,31,True,173.0,observed
300200440_,2024-06-01,12.0,observed,шт,True,12.0,,36.0,47.0,,,,,5,4,41.5,2.0,29.5,4.0,14.708274315273473,0.19999999999999996,0.0,6,30,True,137.0,observed
300200440_,2024-07-01,32.0,observed,шт,True,32.0,,12.0,36.0,47.0,20.0,,,6,5,31.666666666666668,3.0,26.0,5.0,14.949916387726054,0.16666666666666663,0.0,7,31,True,125.0,observed
300200440_,2024-08-01,7.0,observed,шт,True,7.0,,32.0,12.0,36.0,15.0,,,7,6,26.666666666666668,3.0,28.4,5.0,14.707141122597553,0.16666666666666663,0.0,8,31,True,475.0,observed
300200440_,2024-09-01,33.0,observed,шт,True,33.0,,7.0,32.0,12.0,,,,8,7,17.0,3.0,26.8,5.0,16.813684902483452,0.16666666666666663,0.0,9,30,True,467.0,observed
300200440_,2024-10-01,19.0,observed,шт,True,19.0,,33.0,7.0,32.0,47.0,,,9,8,24.0,3.0,27.833333333333332,6.0,15.250136611409967,0.0,0.0,10,31,True,434.0,observed
300200440_,2024-11-01,5.0,observed,шт,True,5.0,,19.0,33.0,7.0,36.0,,,10,9,19.666666666666668,3.0,23.166666666666668,6.0,12.188792666489435,0.0,0.0,11,30,True,415.0,observed
300200440_,2024-12-01,-9.0,negative,шт,True,,,5.0,19.0,33.0,12.0,,,11,10,19.0,3.0,18.0,6.0,12.231107881136527,0.0,0.0,12,31,True,410.0,observed
300200440_,2025-01-01,20.0,observed,шт,True,20.0,,,5.0,19.0,32.0,20.0,,12,10,12.0,2.0,19.2,5.0,13.274034804836095,0.16666666666666663,0.0,1,31,True,418.0,observed
300200440_,2025-02-01,21.0,observed,шт,True,21.0,,20.0,,5.0,7.0,15.0,,13,11,12.5,2.0,16.8,5.0,11.322543883774532,0.16666666666666663,0.0,2,28,True,397.0,observed
300200440_,2025-03-01,15.0,observed,шт,True,15.0,,21.0,20.0,,33.0,,,14,12,20.5,2.0,19.6,5.0,9.939818911831344,0.16666666666666663,0.0,3,31,True,376.0,observed
300200440_,2025-04-01,17.0,observed,шт,True,17.0,,15.0,21.0,20.0,19.0,47.0,,15,13,18.666666666666668,3.0,16.0,5.0,6.5574385243020075,0.16666666666666663,0.0,4,30,True,360.0,observed
300200440_,2025-05-01,27.0,observed,шт,True,27.0,,17.0,15.0,21.0,5.0,36.0,,16,14,17.666666666666668,3.0,15.6,5.0,6.3874877690685326,0.16666666666666663,0.0,5,31,True,343.0,observed
300200440_,2025-06-01,61.0,observed,шт,True,61.0,,27.0,17.0,15.0,,12.0,,17,15,19.666666666666668,3.0,20.0,5.0,4.582575694955844,0.16666666666666663,0.0,6,30,True,316.0,observed
300200440_,2025-07-01,15.0,observed,шт,True,15.0,,61.0,27.0,17.0,20.0,32.0,,18,16,35.0,3.0,26.833333333333332,6.0,17.23272081438873,0.0,0.0,7,31,True,255.0,observed
300200440_,2025-08-01,2.0,observed,шт,True,2.0,,15.0,61.0,27.0,21.0,7.0,,19,17,34.333333333333336,3.0,26.0,6.0,17.742604092973497,0.0,0.0,8,31,True,240.0,observed
300200440_,2025-09-01,42.0,observed,шт,True,42.0,,2.0,15.0,61.0,15.0,33.0,,20,18,26.0,3.0,22.833333333333332,6.0,20.32158130330085,0.0,0.0,9,30,True,238.0,observed
300200440_,2025-10-01,44.0,observed,шт,True,44.0,,42.0,2.0,15.0,17.0,19.0,,21,19,19.666666666666668,3.0,27.333333333333332,6.0,21.210060505964297,0.0,0.0,10,31,True,196.0,observed
300200440_,2025-11-01,13.0,observed,шт,True,13.0,,44.0,42.0,2.0,27.0,5.0,,22,20,29.333333333333332,3.0,31.833333333333332,6.0,21.442170288165013,0.0,0.0,11,30,True,152.0,observed
300200440_,2025-12-01,11.0,observed,шт,True,11.0,,13.0,44.0,42.0,61.0,,,23,21,33.0,3.0,29.5,6.0,22.792542640082956,0.0,0.0,12,31,True,139.0,observed
300200440_,2026-01-01,1.0,observed,шт,True,1.0,,11.0,13.0,44.0,15.0,20.0,,24,22,22.666666666666668,3.0,21.166666666666668,6.0,17.497618885627453,0.0,0.0,1,31,True,128.0,observed
300200440_,2026-02-01,4.0,observed,шт,True,4.0,,1.0,11.0,13.0,2.0,21.0,,25,23,8.333333333333334,3.0,18.833333333333332,6.0,19.32269822428189,0.0,0.0,2,28,True,127.0,observed
300200440_,2026-03-01,5.0,observed,шт,True,5.0,,4.0,1.0,11.0,42.0,15.0,,26,24,5.333333333333333,3.0,19.166666666666668,6.0,18.98859306706704,0.0,0.0,3,31,True,123.0,observed
300200440_,2026-04-01,15.0,observed,шт,True,15.0,,5.0,4.0,1.0,44.0,17.0,,27,25,3.3333333333333335,3.0,13.0,6.0,15.836666315863319,0.0,0.0,4,30,True,118.0,observed
300200440_,2026-05-01,3.0,observed,шт,True,3.0,,15.0,5.0,4.0,13.0,27.0,,28,26,8.0,3.0,8.166666666666666,6.0,5.600595206463913,0.0,0.0,5,31,True,103.0,observed
300200440_,2026-06-01,27.0,observed,шт,True,27.0,,3.0,15.0,5.0,11.0,61.0,,29,27,7.666666666666667,3.0,6.5,6.0,5.35723809439154,0.0,0.0,6,30,True,100.0,observed
300200440_,2026-07-01,11.0,observed,шт,True,11.0,,27.0,3.0,15.0,1.0,15.0,,30,28,15.0,3.0,9.166666666666666,6.0,10.008329864001613,0.0,0.0,7,31,True,73.0,observed
300200440_,2026-08-01,-2.0,negative,шт,True,,,11.0,27.0,3.0,4.0,2.0,,31,29,13.666666666666666,3.0,10.833333333333334,6.0,9.174239296348583,0.0,0.0,8,31,True,71.0,observed
300200440_,2026-09-01,11.0,observed,шт,False,,,,11.0,27.0,5.0,42.0,,32,29,19.0,2.0,12.2,5.0,9.54986910905065,0.16666666666666663,0.0,9,30,True,72.0,observed
300200441_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,4.0,observed
300200441_,2024-02-01,2.0,observed,шт,True,2.0,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,4.0,observed
300200441_,2024-03-01,12.0,observed,шт,True,12.0,,2.0,,,,,,2,1,2.0,1.0,2.0,1.0,,0.5,0.0,3,31,False,102.0,observed
300200441_,2024-04-01,,blank,шт,True,,,12.0,2.0,,,,,3,2,7.0,2.0,7.0,2.0,7.0710678118654755,0.33333333333333337,0.0,4,30,False,90.0,observed
300200441_,2024-05-01,25.0,observed,шт,True,25.0,,,12.0,2.0,,,,4,2,7.0,2.0,7.0,2.0,7.0710678118654755,0.5,0.0,5,31,False,110.0,observed
300200441_,2024-06-01,7.0,observed,шт,True,7.0,,25.0,,12.0,,,,5,3,18.5,2.0,13.0,3.0,11.532562594670797,0.4,0.0,6,30,True,85.0,observed
300200441_,2024-07-01,,blank,шт,True,,,7.0,25.0,,,,,6,4,16.0,2.0,11.5,4.0,9.882644720249063,0.33333333333333337,0.0,7,31,True,78.0,observed
300200441_,2024-08-01,2.0,observed,шт,True,2.0,,,7.0,25.0,2.0,,,7,4,16.0,2.0,11.5,4.0,9.882644720249063,0.33333333333333337,0.0,8,31,True,97.0,observed
300200441_,2024-09-01,,blank,шт,True,,,2.0,,7.0,12.0,,,8,5,4.5,2.0,11.5,4.0,9.882644720249063,0.33333333333333337,0.0,9,30,True,95.0,observed
300200441_,2024-10-01,2.0,observed,шт,True,2.0,,,2.0,,,,,9,5,2.0,1.0,11.333333333333334,3.0,12.096831541082704,0.5,0.0,10,31,True,95.0,observed
300200441_,2024-11-01,1.0,observed,шт,True,1.0,,2.0,,2.0,25.0,,,10,6,2.0,2.0,9.0,4.0,10.923979738782625,0.33333333333333337,0.0,11,30,True,93.0,observed
300200441_,2024-12-01,-2.0,negative,шт,True,,,1.0,2.0,,7.0,,,11,7,1.5,2.0,3.0,4.0,2.7080128015453213,0.33333333333333337,0.0,12,31,True,92.0,observed
300200441_,2025-01-01,,blank,шт,True,,,,1.0,2.0,,,,12,7,1.5,2.0,1.6666666666666667,3.0,0.5773502691896355,0.5,0.0,1,31,True,93.0,observed
300200441_,2025-02-01,,blank,шт,True,,,,,1.0,2.0,2.0,,13,7,1.0,1.0,1.6666666666666667,3.0,0.5773502691896355,0.5,0.0,2,28,True,93.0,observed
300200441_,2025-03-01,7.0,observed,шт,True,7.0,,,,,,12.0,,14,7,,0.0,1.5,2.0,0.7071067811865634,0.6666666666666667,0.0,3,31,True,93.0,observed
300200441_,2025-04-01,,blank,шт,True,,,7.0,,,2.0,,,15,8,7.0,1.0,3.3333333333333335,3.0,3.2145502536643202,0.5,0.0,4,30,True,85.0,observed
300200441_,2025-05-01,8.0,observed,шт,True,8.0,,,7.0,,1.0,25.0,,16,8,7.0,1.0,4.0,2.0,4.242640687119288,0.6666666666666667,0.0,5,31,True,85.0,observed
300200441_,2025-06-01,-3.0,negative,шт,True,,,8.0,,7.0,,7.0,,17,9,7.5,2.0,7.5,2.0,0.7071067811865679,0.6666666666666667,0.0,6,30,True,77.0,observed
300200441_,2025-07-01,,blank,шт,True,,,,8.0,,,,,18,9,8.0,1.0,7.5,2.0,0.7071067811865679,0.6666666666666667,0.0,7,31,True,80.0,observed
300200441_,2025-08-01,1.0,observed,шт,True,1.0,,,,8.0,,2.0,,19,9,8.0,1.0,7.5,2.0,0.7071067811865679,0.6666666666666667,0.0,8,31,True,80.0,observed
300200441_,2025-09-01,4.0,observed,шт,True,4.0,,1.0,,,7.0,,,20,10,1.0,1.0,5.333333333333333,3.0,3.7859388972001846,0.5,0.0,9,30,True,79.0,observed
300200441_,2025-10-01,,blank,шт,True,,,4.0,1.0,,,2.0,,21,11,2.5,2.0,4.333333333333333,3.0,3.5118845842842488,0.5,0.0,10,31,True,75.0,observed
300200441_,2025-11-01,1.0,observed,шт,True,1.0,,,4.0,1.0,8.0,1.0,,22,11,2.5,2.0,4.333333333333333,3.0,3.5118845842842488,0.5,0.0,11,30,True,75.0,observed
300200441_,2025-12-01,,blank,шт,True,,,1.0,,4.0,,,,23,12,2.5,2.0,2.0,3.0,1.7320508075688836,0.5,0.0,12,31,True,74.0,observed
300200441_,2026-01-01,,blank,шт,True,,,,1.0,,,,,24,12,1.0,1.0,2.0,3.0,1.7320508075688836,0.5,0.0,1,31,True,74.0,observed
300200441_,2026-02-01,,blank,шт,True,,,,,1.0,1.0,,,25,12,1.0,1.0,2.0,3.0,1.7320508075688836,0.5,0.0,2,28,True,74.0,observed
300200441_,2026-03-01,,blank,шт,True,,,,,,4.0,7.0,,26,12,,0.0,2.5,2.0,2.1213203435596526,0.6666666666666667,0.0,3,31,True,74.0,observed
300200441_,2026-04-01,50.0,observed,шт,True,50.0,,,,,,,,27,12,,0.0,1.0,1.0,,0.8333333333333334,0.0,4,30,True,74.0,observed
300200441_,2026-05-01,,blank,шт,True,,,50.0,,,1.0,8.0,,28,13,50.0,1.0,25.5,2.0,34.64823227814083,0.6666666666666667,0.0,5,31,True,24.0,observed
300200441_,2026-06-01,2.0,observed,шт,True,2.0,,,50.0,,,,,29,13,50.0,1.0,50.0,1.0,,0.8333333333333334,0.0,6,30,True,24.0,observed
300200441_,2026-07-01,,blank,шт,True,,,2.0,,50.0,,,,30,14,26.0,2.0,26.0,2.0,33.94112549695428,0.6666666666666667,0.0,7,31,True,22.0,observed
300200441_,2026-08-01,1.0,observed,шт,True,1.0,,,2.0,,,1.0,,31,14,2.0,1.0,26.0,2.0,33.94112549695428,0.6666666666666667,0.0,8,31,True,22.0,observed
300200441_,2026-09-01,,blank,шт,False,,,1.0,,2.0,,4.0,,32,15,1.5,2.0,17.666666666666668,3.0,28.00595174839329,0.5,0.0,9,30,True,21.0,observed
300200442_,2024-01-01,,not_in_source,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,1.0,observed
300200442_,2024-02-01,,not_in_source,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,1.0,observed
300200442_,2024-03-01,,not_in_source,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,1.0,observed
300200442_,2024-04-01,,not_in_source,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,1.0,observed
300200442_,2024-05-01,,not_in_source,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,1.0,observed
300200442_,2024-06-01,,not_in_source,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,1.0,observed
300200442_,2024-07-01,,not_in_source,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,1.0,observed
300200442_,2024-08-01,,not_in_source,шт,True,,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,1.0,observed
300200442_,2024-09-01,,not_in_source,шт,True,,,,,,,,,8,0,,0.0,,0.0,,1.0,,9,30,False,1.0,observed
300200442_,2024-10-01,,not_in_source,шт,True,,,,,,,,,9,0,,0.0,,0.0,,1.0,,10,31,False,1.0,observed
300200442_,2024-11-01,,not_in_source,шт,True,,,,,,,,,10,0,,0.0,,0.0,,1.0,,11,30,False,1.0,observed
300200442_,2024-12-01,,not_in_source,шт,True,,,,,,,,,11,0,,0.0,,0.0,,1.0,,12,31,False,1.0,observed
300200442_,2025-01-01,,not_in_source,шт,True,,,,,,,,,12,0,,0.0,,0.0,,1.0,,1,31,False,1.0,observed
300200442_,2025-02-01,,not_in_source,шт,True,,,,,,,,,13,0,,0.0,,0.0,,1.0,,2,28,False,1.0,observed
300200442_,2025-03-01,,not_in_source,шт,True,,,,,,,,,14,0,,0.0,,0.0,,1.0,,3,31,False,1.0,observed
300200442_,2025-04-01,,not_in_source,шт,True,,,,,,,,,15,0,,0.0,,0.0,,1.0,,4,30,False,1.0,observed
300200442_,2025-05-01,,not_in_source,шт,True,,,,,,,,,16,0,,0.0,,0.0,,1.0,,5,31,False,1.0,observed
300200442_,2025-06-01,,not_in_source,шт,True,,,,,,,,,17,0,,0.0,,0.0,,1.0,,6,30,False,1.0,observed
300200442_,2025-07-01,,not_in_source,шт,True,,,,,,,,,18,0,,0.0,,0.0,,1.0,,7,31,False,1.0,observed
300200442_,2025-08-01,,not_in_source,шт,True,,,,,,,,,19,0,,0.0,,0.0,,1.0,,8,31,False,1.0,observed
300200442_,2025-09-01,,not_in_source,шт,True,,,,,,,,,20,0,,0.0,,0.0,,1.0,,9,30,False,1.0,observed
300200442_,2025-10-01,,not_in_source,шт,True,,,,,,,,,21,0,,0.0,,0.0,,1.0,,10,31,False,1.0,observed
300200442_,2025-11-01,,not_in_source,шт,True,,,,,,,,,22,0,,0.0,,0.0,,1.0,,11,30,False,1.0,observed
300200442_,2025-12-01,,not_in_source,шт,True,,,,,,,,,23,0,,0.0,,0.0,,1.0,,12,31,False,1.0,observed
300200442_,2026-01-01,,not_in_source,шт,True,,,,,,,,,24,0,,0.0,,0.0,,1.0,,1,31,False,1.0,observed
300200442_,2026-02-01,,not_in_source,шт,True,,,,,,,,,25,0,,0.0,,0.0,,1.0,,2,28,False,1.0,observed
300200442_,2026-03-01,,not_in_source,шт,True,,,,,,,,,26,0,,0.0,,0.0,,1.0,,3,31,False,1.0,observed
300200442_,2026-04-01,,not_in_source,шт,True,,,,,,,,,27,0,,0.0,,0.0,,1.0,,4,30,False,1.0,observed
300200442_,2026-05-01,,not_in_source,шт,True,,,,,,,,,28,0,,0.0,,0.0,,1.0,,5,31,False,1.0,observed
300200442_,2026-06-01,,not_in_source,шт,True,,,,,,,,,29,0,,0.0,,0.0,,1.0,,6,30,False,1.0,observed
300200442_,2026-07-01,,not_in_source,шт,True,,,,,,,,,30,0,,0.0,,0.0,,1.0,,7,31,False,1.0,observed
300200442_,2026-08-01,,not_in_source,шт,True,,,,,,,,,31,0,,0.0,,0.0,,1.0,,8,31,False,1.0,observed
