sku,month,sales_qty_raw,sales_status,unit,is_complete_month,target_qty,stock_qty_model,lag_1,lag_2,lag_3,lag_6,lag_12,opening_stock_lag_1,history_calendar_months,history_observed_months,mean_3,observations_3,mean_6,observations_6,std_6,missing_share_6,zero_share_6,month_number,days_in_month,history_sufficient,stock_qty_raw,stock_status
300200888_,2025-11-01,20.0,observed,шт,True,20.0,,12.0,,1.0,,23.0,,22,9,6.5,2.0,7.666666666666667,3.0,5.859465277082316,0.5,0.0,11,30,True,68.0,observed
300200888_,2025-12-01,4.0,observed,шт,True,4.0,,20.0,12.0,,10.0,7.0,,23,10,16.0,2.0,10.75,4.0,7.804912982645398,0.33333333333333337,0.0,12,31,True,48.0,observed
300200888_,2026-01-01,7.0,observed,шт,True,7.0,,4.0,20.0,12.0,,10.0,,24,11,12.0,3.0,9.25,4.0,8.539125638299666,0.33333333333333337,0.0,1,31,True,44.0,observed
300200888_,2026-02-01,9.0,observed,шт,True,9.0,,7.0,4.0,20.0,1.0,24.0,,25,12,10.333333333333334,3.0,8.8,5.0,7.463243262818117,0.16666666666666663,0.0,2,28,True,37.0,observed
300200888_,2026-03-01,28.0,observed,шт,True,28.0,,9.0,7.0,4.0,,1.0,,26,13,6.666666666666667,3.0,10.4,5.0,6.107372593840989,0.16666666666666663,0.0,3,31,True,28.0,observed
300200888_,2026-04-01,2.0,observed,шт,True,2.0,,28.0,9.0,7.0,12.0,,,27,14,14.666666666666666,3.0,13.333333333333334,6.0,9.025888691240695,0.0,0.0,4,30,True,,blank
300200888_,2026-05-01,10.0,observed,шт,True,10.0,,2.0,28.0,9.0,20.0,,,28,15,13.0,3.0,11.666666666666666,6.0,10.17185659880568,0.0,0.0,5,31,True,28.0,observed
300200888_,2026-06-01,10.0,observed,шт,True,10.0,,10.0,2.0,28.0,4.0,10.0,,29,16,13.333333333333334,3.0,10.0,6.0,9.316651759081694,0.0,0.0,6,30,True,18.0,observed
300200888_,2026-07-01,4.0,observed,шт,True,4.0,,10.0,10.0,2.0,7.0,,,30,17,7.333333333333333,3.0,11.0,6.0,8.854377448471462,0.0,0.0,7,31,True,18.0,observed
300200888_,2026-08-01,,blank,шт,True,,,4.0,10.0,10.0,9.0,1.0,,31,18,8.0,3.0,10.5,6.0,9.20326029187483,0.0,0.0,8,31,True,47.0,observed
300200888_,2026-09-01,20.0,observed,шт,False,,,,4.0,10.0,28.0,,,32,18,7.0,2.0,10.8,5.0,10.256705123966467,0.16666666666666663,0.0,9,30,True,47.0,observed
300200889_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,,blank
300200889_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,,blank
300200889_,2024-03-01,,blank,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,,blank
300200889_,2024-04-01,,blank,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,,blank
300200889_,2024-05-01,,blank,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,,blank
300200889_,2024-06-01,,blank,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,,blank
300200889_,2024-07-01,,blank,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,,blank
300200889_,2024-08-01,,blank,шт,True,,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,,blank
300200889_,2024-09-01,5.0,observed,шт,True,5.0,,,,,,,,8,0,,0.0,,0.0,,1.0,,9,30,False,,blank
300200889_,2024-10-01,1.0,observed,шт,True,1.0,,5.0,,,,,,9,1,5.0,1.0,5.0,1.0,,0.8333333333333334,0.0,10,31,False,45.0,observed
300200889_,2024-11-01,,blank,шт,True,,,1.0,5.0,,,,,10,2,3.0,2.0,3.0,2.0,2.8284271247461903,0.6666666666666667,0.0,11,30,False,44.0,observed
300200889_,2024-12-01,,blank,шт,True,,,,1.0,5.0,,,,11,2,3.0,2.0,3.0,2.0,2.8284271247461903,0.6666666666666667,0.0,12,31,False,43.0,observed
300200889_,2025-01-01,,blank,шт,True,,,,,1.0,,,,12,2,1.0,1.0,3.0,2.0,2.8284271247461903,0.6666666666666667,0.0,1,31,False,43.0,observed
300200889_,2025-02-01,,blank,шт,True,,,,,,,,,13,2,,0.0,3.0,2.0,2.8284271247461903,0.6666666666666667,0.0,2,28,False,43.0,observed
300200889_,2025-03-01,,blank,шт,True,,,,,,5.0,,,14,2,,0.0,3.0,2.0,2.8284271247461903,0.6666666666666667,0.0,3,31,False,43.0,observed
300200889_,2025-04-01,,blank,шт,True,,,,,,1.0,,,15,2,,0.0,1.0,1.0,,0.8333333333333334,0.0,4,30,False,43.0,observed
300200889_,2025-05-01,,blank,шт,True,,,,,,,,,16,2,,0.0,,0.0,,1.0,,5,31,False,43.0,observed
300200889_,2025-06-01,,blank,шт,True,,,,,,,,,17,2,,0.0,,0.0,,1.0,,6,30,False,43.0,observed
300200889_,2025-07-01,,blank,шт,True,,,,,,,,,18,2,,0.0,,0.0,,1.0,,7,31,False,43.0,observed
300200889_,2025-08-01,,blank,шт,True,,,,,,,,,19,2,,0.0,,0.0,,1.0,,8,31,False,41.0,observed
300200889_,2025-09-01,,blank,шт,True,,,,,,,5.0,,20,2,,0.0,,0.0,,1.0,,9,30,False,41.0,observed
300200889_,2025-10-01,,blank,шт,True,,,,,,,1.0,,21,2,,0.0,,0.0,,1.0,,10,31,False,41.0,observed
300200889_,2025-11-01,,blank,шт,True,,,,,,,,,22,2,,0.0,,0.0,,1.0,,11,30,False,41.0,observed
300200889_,2025-12-01,1.0,observed,шт,True,1.0,,,,,,,,23,2,,0.0,,0.0,,1.0,,12,31,False,41.0,observed
300200889_,2026-01-01,,blank,шт,True,,,1.0,,,,,,24,3,1.0,1.0,1.0,1.0,,0.8333333333333334,0.0,1,31,True,40.0,observed
300200889_,2026-02-01,,blank,шт,True,,,,1.0,,,,,25,3,1.0,1.0,1.0,1.0,,0.8333333333333334,0.0,2,28,True,40.0,observed
300200889_,2026-03-01,,blank,шт,True,,,,,1.0,,,,26,3,1.0,1.0,1.0,1.0,,0.8333333333333334,0.0,3,31,True,40.0,observed
300200889_,2026-04-01,,blank,шт,True,,,,,,,,,27,3,,0.0,1.0,1.0,,0.8333333333333334,0.0,4,30,True,40.0,observed
300200889_,2026-05-01,,blank,шт,True,,,,,,,,,28,3,,0.0,1.0,1.0,,0.8333333333333334,0.0,5,31,True,40.0,observed
300200889_,2026-06-01,,blank,шт,True,,,,,,1.0,,,29,3,,0.0,1.0,1.0,,0.8333333333333334,0.0,6,30,True,40.0,observed
300200889_,2026-07-01,,blank,шт,True,,,,,,,,,30,3,,0.0,,0.0,,1.0,,7,31,True,40.0,observed
300200889_,2026-08-01,,blank,шт,True,,,,,,,,,31,3,,0.0,,0.0,,1.0,,8,31,True,40.0,observed
300200889_,2026-09-01,,blank,шт,False,,,,,,,,,32,3,,0.0,,0.0,,1.0,,9,30,True,40.0,observed
300200890_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,,blank
300200890_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,,blank
300200890_,2024-03-01,,blank,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,,blank
300200890_,2024-04-01,,blank,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,,blank
300200890_,2024-05-01,,blank,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,,blank
300200890_,2024-06-01,,blank,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,,blank
300200890_,2024-07-01,,blank,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,,blank
300200890_,2024-08-01,,blank,шт,True,,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,,blank
300200890_,2024-09-01,24.0,observed,шт,True,24.0,,,,,,,,8,0,,0.0,,0.0,,1.0,,9,30,False,98.0,observed
300200890_,2024-10-01,20.0,observed,шт,True,20.0,,24.0,,,,,,9,1,24.0,1.0,24.0,1.0,,0.8333333333333334,0.0,10,31,False,73.0,observed
300200890_,2024-11-01,24.0,observed,шт,True,24.0,,20.0,24.0,,,,,10,2,22.0,2.0,22.0,2.0,2.8284271247461903,0.6666666666666667,0.0,11,30,False,63.0,observed
300200890_,2024-12-01,7.0,observed,шт,True,7.0,,24.0,20.0,24.0,,,,11,3,22.666666666666668,3.0,22.666666666666668,3.0,2.309401076758503,0.5,0.0,12,31,True,69.0,observed
300200890_,2025-01-01,2.0,observed,шт,True,2.0,,7.0,24.0,20.0,,,,12,4,17.0,3.0,18.75,4.0,8.05708797684788,0.33333333333333337,0.0,1,31,True,92.0,observed
300200890_,2025-02-01,4.0,observed,шт,True,4.0,,2.0,7.0,24.0,,,,13,5,11.0,3.0,15.4,5.0,10.237187113655782,0.16666666666666663,0.0,2,28,True,90.0,observed
300200890_,2025-03-01,,blank,шт,True,,,4.0,2.0,7.0,24.0,,,14,6,4.333333333333333,3.0,13.5,6.0,10.27131929208707,0.0,0.0,3,31,True,86.0,observed
300200890_,2025-04-01,,blank,шт,True,,,,4.0,2.0,20.0,,,15,6,3.0,2.0,11.4,5.0,9.939818911831342,0.16666666666666663,0.0,4,30,True,96.0,observed
300200890_,2025-05-01,1.0,observed,шт,True,1.0,,,,4.0,24.0,,,16,6,4.0,1.0,9.25,4.0,10.04572877727976,0.33333333333333337,0.0,5,31,True,96.0,observed
300200890_,2025-06-01,6.0,observed,шт,True,6.0,,1.0,,,7.0,,,17,7,1.0,1.0,3.5,4.0,2.6457513110645916,0.33333333333333337,0.0,6,30,True,95.0,observed
300200890_,2025-07-01,,blank,шт,True,,,6.0,1.0,,2.0,,,18,8,3.5,2.0,3.25,4.0,2.2173557826083465,0.33333333333333337,0.0,7,31,True,89.0,observed
300200890_,2025-08-01,,blank,шт,True,,,,6.0,1.0,4.0,,,19,8,3.5,2.0,3.6666666666666665,3.0,2.516611478423585,0.5,0.0,8,31,True,88.0,observed
300200890_,2025-09-01,,blank,шт,True,,,,,6.0,,24.0,,20,8,6.0,1.0,3.5,2.0,3.53553390593274,0.6666666666666667,0.0,9,30,True,88.0,observed
300200890_,2025-10-01,10.0,observed,шт,True,10.0,,,,,,20.0,,21,8,,0.0,3.5,2.0,3.53553390593274,0.6666666666666667,0.0,10,31,True,88.0,observed
300200890_,2025-11-01,10.0,observed,шт,True,10.0,,10.0,,,1.0,24.0,,22,9,10.0,1.0,5.666666666666667,3.0,4.509249752822895,0.5,0.0,11,30,True,78.0,observed
300200890_,2025-12-01,6.0,observed,шт,True,6.0,,10.0,10.0,,6.0,7.0,,23,10,10.0,2.0,8.666666666666666,3.0,2.3094010767585065,0.5,0.0,12,31,True,68.0,observed
300200890_,2026-01-01,9.0,observed,шт,True,9.0,,6.0,10.0,10.0,,2.0,,24,11,8.666666666666666,3.0,8.666666666666666,3.0,2.3094010767585065,0.5,0.0,1,31,True,62.0,observed
300200890_,2026-02-01,8.0,observed,шт,True,8.0,,9.0,6.0,10.0,,4.0,,25,12,8.333333333333334,3.0,8.75,4.0,1.892969448600094,0.33333333333333337,0.0,2,28,True,53.0,observed
300200890_,2026-03-01,11.0,observed,шт,True,11.0,,8.0,9.0,6.0,,,,26,13,7.666666666666667,3.0,8.6,5.0,1.6733200530681533,0.16666666666666663,0.0,3,31,True,45.0,observed
300200890_,2026-04-01,,blank,шт,True,,,11.0,8.0,9.0,10.0,,,27,14,9.333333333333334,3.0,9.0,6.0,1.7888543819998335,0.0,0.0,4,30,True,34.0,observed
300200890_,2026-05-01,8.0,observed,шт,True,8.0,,,11.0,8.0,10.0,1.0,,28,14,9.5,2.0,8.8,5.0,1.9235384061671366,0.16666666666666663,0.0,5,31,True,34.0,observed
300200890_,2026-06-01,4.0,observed,шт,True,4.0,,8.0,,11.0,6.0,6.0,,29,15,9.5,2.0,8.4,5.0,1.8165902124584974,0.16666666666666663,0.0,6,30,True,26.0,observed
300200890_,2026-07-01,2.0,observed,шт,True,2.0,,4.0,8.0,,9.0,,,30,16,6.0,2.0,8.0,5.0,2.549509756796394,0.16666666666666663,0.0,7,31,True,17.0,observed
300200890_,2026-08-01,,blank,шт,True,,,2.0,4.0,8.0,8.0,,,31,17,4.666666666666667,3.0,6.6,5.0,3.5777087639996648,0.16666666666666663,0.0,8,31,True,47.0,observed
300200890_,2026-09-01,24.0,observed,шт,False,,,,2.0,4.0,11.0,,,32,17,3.0,2.0,6.25,4.0,4.031128874149276,0.33333333333333337,0.0,9,30,True,47.0,observed
300200891_,2024-01-01,,not_in_source,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,,blank
300200891_,2024-02-01,,not_in_source,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,,blank
300200891_,2024-03-01,,not_in_source,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,,blank
300200891_,2024-04-01,,not_in_source,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,,blank
300200891_,2024-05-01,,not_in_source,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,,blank
300200891_,2024-06-01,,not_in_source,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,,blank
300200891_,2024-07-01,,not_in_source,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,,blank
300200891_,2024-08-01,,not_in_source,шт,True,,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,,blank
300200891_,2024-09-01,,not_in_source,шт,True,,,,,,,,,8,0,,0.0,,0.0,,1.0,,9,30,False,40.0,observed
300200891_,2024-10-01,,not_in_source,шт,True,,,,,,,,,9,0,,0.0,,0.0,,1.0,,10,31,False,38.0,observed
300200891_,2024-11-01,,not_in_source,шт,True,,,,,,,,,10,0,,0.0,,0.0,,1.0,,11,30,False,38.0,observed
300200891_,2024-12-01,,not_in_source,шт,True,,,,,,,,,11,0,,0.0,,0.0,,1.0,,12,31,False,38.0,observed
300200891_,2025-01-01,,not_in_source,шт,True,,,,,,,,,12,0,,0.0,,0.0,,1.0,,1,31,False,38.0,observed
300200891_,2025-02-01,,not_in_source,шт,True,,,,,,,,,13,0,,0.0,,0.0,,1.0,,2,28,False,38.0,observed
300200891_,2025-03-01,,not_in_source,шт,True,,,,,,,,,14,0,,0.0,,0.0,,1.0,,3,31,False,38.0,observed
300200891_,2025-04-01,,not_in_source,шт,True,,,,,,,,,15,0,,0.0,,0.0,,1.0,,4,30,False,38.0,observed
300200891_,2025-05-01,,not_in_source,шт,True,,,,,,,,,16,0,,0.0,,0.0,,1.0,,5,31,False,38.0,observed
300200891_,2025-06-01,,not_in_source,шт,True,,,,,,,,,17,0,,0.0,,0.0,,1.0,,6,30,False,38.0,observed
300200891_,2025-07-01,,not_in_source,шт,True,,,,,,,,,18,0,,0.0,,0.0,,1.0,,7,31,False,38.0,observed
300200891_,2025-08-01,,not_in_source,шт,True,,,,,,,,,19,0,,0.0,,0.0,,1.0,,8,31,False,36.0,observed
300200891_,2025-09-01,,not_in_source,шт,True,,,,,,,,,20,0,,0.0,,0.0,,1.0,,9,30,False,36.0,observed
300200891_,2025-10-01,,not_in_source,шт,True,,,,,,,,,21,0,,0.0,,0.0,,1.0,,10,31,False,36.0,observed
300200891_,2025-11-01,,not_in_source,шт,True,,,,,,,,,22,0,,0.0,,0.0,,1.0,,11,30,False,36.0,observed
300200891_,2025-12-01,,not_in_source,шт,True,,,,,,,,,23,0,,0.0,,0.0,,1.0,,12,31,False,36.0,observed
300200891_,2026-01-01,,not_in_source,шт,True,,,,,,,,,24,0,,0.0,,0.0,,1.0,,1,31,False,36.0,observed
300200891_,2026-02-01,,not_in_source,шт,True,,,,,,,,,25,0,,0.0,,0.0,,1.0,,2,28,False,36.0,observed
300200891_,2026-03-01,,not_in_source,шт,True,,,,,,,,,26,0,,0.0,,0.0,,1.0,,3,31,False,36.0,observed
300200891_,2026-04-01,,not_in_source,шт,True,,,,,,,,,27,0,,0.0,,0.0,,1.0,,4,30,False,36.0,observed
300200891_,2026-05-01,,not_in_source,шт,True,,,,,,,,,28,0,,0.0,,0.0,,1.0,,5,31,False,36.0,observed
300200891_,2026-06-01,,not_in_source,шт,True,,,,,,,,,29,0,,0.0,,0.0,,1.0,,6,30,False,36.0,observed
300200891_,2026-07-01,,not_in_source,шт,True,,,,,,,,,30,0,,0.0,,0.0,,1.0,,7,31,False,36.0,observed
300200891_,2026-08-01,,not_in_source,шт,True,,,,,,,,,31,0,,0.0,,0.0,,1.0,,8,31,False,36.0,observed
300200891_,2026-09-01,,not_in_source,шт,False,,,,,,,,,32,0,,0.0,,0.0,,1.0,,9,30,False,36.0,observed
300200892_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,,blank
300200892_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,,blank
300200892_,2024-03-01,,blank,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,,blank
300200892_,2024-04-01,,blank,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,,blank
300200892_,2024-05-01,,blank,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,,blank
300200892_,2024-06-01,,blank,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,,blank
300200892_,2024-07-01,,blank,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,,blank
300200892_,2024-08-01,,blank,шт,True,,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,,blank
300200892_,2024-09-01,10.0,observed,шт,True,10.0,,,,,,,,8,0,,0.0,,0.0,,1.0,,9,30,False,30.0,observed
300200892_,2024-10-01,10.0,observed,шт,True,10.0,,10.0,,,,,,9,1,10.0,1.0,10.0,1.0,,0.8333333333333334,0.0,10,31,False,19.0,observed
300200892_,2024-11-01,8.0,observed,шт,True,8.0,,10.0,10.0,,,,,10,2,10.0,2.0,10.0,2.0,0.0,0.6666666666666667,0.0,11,30,False,9.0,observed
300200892_,2024-12-01,,blank,шт,True,,,8.0,10.0,10.0,,,,11,3,9.333333333333334,3.0,9.333333333333334,3.0,1.1547005383792517,0.5,0.0,12,31,True,31.0,observed
300200892_,2025-01-01,3.0,observed,шт,True,3.0,,,8.0,10.0,,,,12,3,9.0,2.0,9.333333333333334,3.0,1.1547005383792517,0.5,0.0,1,31,True,31.0,observed
300200892_,2025-02-01,,blank,шт,True,,,3.0,,8.0,,,,13,4,5.5,2.0,7.75,4.0,3.304037933599835,0.33333333333333337,0.0,2,28,True,33.0,observed
300200892_,2025-03-01,,blank,шт,True,,,,3.0,,10.0,,,14,4,3.0,1.0,7.75,4.0,3.304037933599835,0.33333333333333337,0.0,3,31,True,33.0,observed
300200892_,2025-04-01,,blank,шт,True,,,,,3.0,10.0,,,15,4,3.0,1.0,7.0,3.0,3.605551275463989,0.5,0.0,4,30,True,38.0,observed
300200892_,2025-05-01,,blank,шт,True,,,,,,8.0,,,16,4,,0.0,5.5,2.0,3.5355339059327378,0.6666666666666667,0.0,5,31,True,38.0,observed
300200892_,2025-06-01,8.0,observed,шт,True,8.0,,,,,,,,17,4,,0.0,3.0,1.0,,0.8333333333333334,0.0,6,30,True,38.0,observed
300200892_,2025-07-01,,blank,шт,True,,,8.0,,,3.0,,,18,5,8.0,1.0,5.5,2.0,3.5355339059327378,0.6666666666666667,0.0,7,31,True,30.0,observed
300200892_,2025-08-01,7.0,observed,шт,True,7.0,,,8.0,,,,,19,5,8.0,1.0,8.0,1.0,,0.8333333333333334,0.0,8,31,True,30.0,observed
300200892_,2025-09-01,,blank,шт,True,,,7.0,,8.0,,10.0,,20,6,7.5,2.0,7.5,2.0,0.7071067811865476,0.6666666666666667,0.0,9,30,True,23.0,observed
300200892_,2025-10-01,4.0,observed,шт,True,4.0,,,7.0,,,10.0,,21,6,7.0,1.0,7.5,2.0,0.7071067811865476,0.6666666666666667,0.0,10,31,True,23.0,observed
300200892_,2025-11-01,2.0,observed,шт,True,2.0,,4.0,,7.0,,8.0,,22,7,5.5,2.0,6.333333333333333,3.0,2.0816659994661326,0.5,0.0,11,30,True,19.0,observed
300200892_,2025-12-01,1.0,observed,шт,True,1.0,,2.0,4.0,,8.0,,,23,8,3.0,2.0,5.25,4.0,2.753785273643051,0.33333333333333337,0.0,12,31,True,17.0,observed
300200892_,2026-01-01,4.0,observed,шт,True,4.0,,1.0,2.0,4.0,,3.0,,24,9,2.3333333333333335,3.0,3.5,4.0,2.6457513110645907,0.33333333333333337,0.0,1,31,True,16.0,observed
300200892_,2026-02-01,2.0,observed,шт,True,2.0,,4.0,1.0,2.0,7.0,,,25,10,2.3333333333333335,3.0,3.6,5.0,2.3021728866442674,0.16666666666666663,0.0,2,28,True,12.0,observed
300200892_,2026-03-01,2.0,observed,шт,True,2.0,,2.0,4.0,1.0,,,,26,11,2.3333333333333335,3.0,2.6,5.0,1.3416407864998738,0.16666666666666663,0.0,3,31,True,10.0,observed
300200892_,2026-04-01,,blank,шт,True,,,2.0,2.0,4.0,4.0,,,27,12,2.6666666666666665,3.0,2.5,6.0,1.224744871391589,0.0,0.0,4,30,True,8.0,observed
300200892_,2026-05-01,,blank,шт,True,,,,2.0,2.0,2.0,,,28,12,2.0,2.0,2.2,5.0,1.0954451150103324,0.16666666666666663,0.0,5,31,True,8.0,observed
300200892_,2026-06-01,2.0,observed,шт,True,2.0,,,,2.0,1.0,8.0,,29,12,2.0,1.0,2.25,4.0,1.2583057392117918,0.33333333333333337,0.0,6,30,True,8.0,observed
300200892_,2026-07-01,,blank,шт,True,,,2.0,,,4.0,,,30,13,2.0,1.0,2.5,4.0,1.0,0.33333333333333337,0.0,7,31,True,6.0,observed
300200892_,2026-08-01,,blank,шт,True,,,,2.0,,2.0,7.0,,31,13,2.0,1.0,2.0,3.0,0.0,0.5,0.0,8,31,True,26.0,observed
300200892_,2026-09-01,5.0,observed,шт,False,,,,,2.0,2.0,,,32,13,2.0,1.0,2.0,2.0,0.0,0.6666666666666667,0.0,9,30,True,26.0,observed
300200893_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,,blank
300200893_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,,blank
300200893_,2024-03-01,,blank,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,,blank
300200893_,2024-04-01,,blank,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,,blank
300200893_,2024-05-01,,blank,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,,blank
300200893_,2024-06-01,,blank,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,,blank
300200893_,2024-07-01,,blank,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,,blank
300200893_,2024-08-01,,blank,шт,True,,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,,blank
300200893_,2024-09-01,10.0,observed,шт,True,10.0,,,,,,,,8,0,,0.0,,0.0,,1.0,,9,30,False,30.0,observed
300200893_,2024-10-01,14.0,observed,шт,True,14.0,,10.0,,,,,,9,1,10.0,1.0,10.0,1.0,,0.8333333333333334,0.0,10,31,False,19.0,observed
300200893_,2024-11-01,4.0,observed,шт,True,4.0,,14.0,10.0,,,,,10,2,12.0,2.0,12.0,2.0,2.8284271247461903,0.6666666666666667,0.0,11,30,False,25.0,observed
300200893_,2024-12-01,4.0,observed,шт,True,4.0,,4.0,14.0,10.0,,,,11,3,9.333333333333334,3.0,9.333333333333334,3.0,5.033222956847167,0.5,0.0,12,31,True,31.0,observed
300200893_,2025-01-01,4.0,observed,шт,True,4.0,,4.0,4.0,14.0,,,,12,4,7.333333333333333,3.0,8.0,4.0,4.898979485566356,0.33333333333333337,0.0,1,31,True,32.0,observed
300200893_,2025-02-01,,blank,шт,True,,,4.0,4.0,4.0,,,,13,5,4.0,3.0,7.2,5.0,4.604345773288535,0.16666666666666663,0.0,2,28,True,38.0,observed
300200893_,2025-03-01,,blank,шт,True,,,,4.0,4.0,10.0,,,14,5,4.0,2.0,7.2,5.0,4.604345773288535,0.16666666666666663,0.0,3,31,True,38.0,observed
300200893_,2025-04-01,,blank,шт,True,,,,,4.0,14.0,,,15,5,4.0,1.0,6.5,4.0,5.0,0.33333333333333337,0.0,4,30,True,38.0,observed
300200893_,2025-05-01,,blank,шт,True,,,,,,4.0,,,16,5,,0.0,4.0,3.0,0.0,0.5,0.0,5,31,True,43.0,observed
300200893_,2025-06-01,3.0,observed,шт,True,3.0,,,,,4.0,,,17,5,,0.0,4.0,2.0,0.0,0.6666666666666667,0.0,6,30,True,43.0,observed
300200893_,2025-07-01,,blank,шт,True,,,3.0,,,4.0,,,18,6,3.0,1.0,3.5,2.0,0.7071067811865476,0.6666666666666667,0.0,7,31,True,40.0,observed
300200893_,2025-08-01,2.0,observed,шт,True,2.0,,,3.0,,,,,19,6,3.0,1.0,3.0,1.0,,0.8333333333333334,0.0,8,31,True,40.0,observed
300200893_,2025-09-01,,blank,шт,True,,,2.0,,3.0,,10.0,,20,7,2.5,2.0,2.5,2.0,0.7071067811865476,0.6666666666666667,0.0,9,30,True,38.0,observed
300200893_,2025-10-01,2.0,observed,шт,True,2.0,,,2.0,,,14.0,,21,7,2.0,1.0,2.5,2.0,0.7071067811865476,0.6666666666666667,0.0,10,31,True,38.0,observed
300200893_,2025-11-01,4.0,observed,шт,True,4.0,,2.0,,2.0,,4.0,,22,8,2.0,2.0,2.3333333333333335,3.0,0.5773502691896258,0.5,0.0,11,30,True,36.0,observed
300200893_,2025-12-01,,blank,шт,True,,,4.0,2.0,,3.0,4.0,,23,9,3.0,2.0,2.75,4.0,0.9574271077563381,0.33333333333333337,0.0,12,31,True,32.0,observed
300200893_,2026-01-01,8.0,observed,шт,True,8.0,,,4.0,2.0,,4.0,,24,9,3.0,2.0,2.6666666666666665,3.0,1.1547005383792515,0.5,0.0,1,31,True,30.0,observed
300200893_,2026-02-01,,blank,шт,True,,,8.0,,4.0,2.0,,,25,10,6.0,2.0,4.0,4.0,2.8284271247461903,0.33333333333333337,0.0,2,28,True,22.0,observed
300200893_,2026-03-01,,blank,шт,True,,,,8.0,,,,,26,10,8.0,1.0,4.666666666666667,3.0,3.0550504633038935,0.5,0.0,3,31,True,22.0,observed
300200893_,2026-04-01,2.0,observed,шт,True,2.0,,,,8.0,2.0,,,27,10,8.0,1.0,4.666666666666667,3.0,3.0550504633038935,0.5,0.0,4,30,True,22.0,observed
300200893_,2026-05-01,4.0,observed,шт,True,4.0,,2.0,,,4.0,,,28,11,2.0,1.0,4.666666666666667,3.0,3.0550504633038935,0.5,0.0,5,31,True,20.0,observed
300200893_,2026-06-01,,blank,шт,True,,,4.0,2.0,,,3.0,,29,12,3.0,2.0,4.666666666666667,3.0,3.0550504633038935,0.5,0.0,6,30,True,16.0,observed
300200893_,2026-07-01,,blank,шт,True,,,,4.0,2.0,8.0,,,30,12,3.0,2.0,4.666666666666667,3.0,3.0550504633038935,0.5,0.0,7,31,True,16.0,observed
300200893_,2026-08-01,1.0,observed,шт,True,1.0,,,,4.0,,2.0,,31,12,4.0,1.0,3.0,2.0,1.4142135623730976,0.6666666666666667,0.0,8,31,True,29.0,observed
